cambs,http://data.lib.cam.ac.uk/id/entry/cambrdgedb_4741140.json,Cambridge
harvard,http://api.dp.la/v0.03/item/0EF862E2-4F73-1F0C-57BB-371DA1876AD7,Harvard
olib,http://openlibrary.org/books/OL15479330M.json,Open Library
