cambs,http://data.lib.cam.ac.uk/id/entry/cambrdgedb_4741140.json,Cambridge
cambsalt,http://www.lib.cam.ac.uk/api/voyager/bibData.cgi?bib_id=4741140&database=cambrdgedb&format=json,Cambridge Alt
harvard,http://api.dp.la/v0.03/item/0EF862E2-4F73-1F0C-57BB-371DA1876AD7,Harvard
olib,http://openlibrary.org/books/OL15479330M.json,Open Library
